Recording	Media	Sentence_index	Word_index	Participant	age	sexe	situation_actuelle	Timeline	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Regression-path_duration	Re-reading_duration	text_type	version	text_name	total_count
Recording19	cas_226_Original_3	1	24	SET_2_B_general_participant8	48 53	F	employé	Timeline2	la	308	308.0	308.0	308.0	1	7695.0	308.0	confirmé	2,34984	308	308.0	308.0	308.0	1	7695.0	308.0	0					la	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	208
Recording19	cas_226_Original_3	1	25	SET_2_B_general_participant8	48 53	F	employé	Timeline2	mise	95	95.0	95.0	95.0	1	7568.0	95.0	confirmé	2,34192	95	95.0	95.0	95.0	1	7568.0	95.0	0	7475.0		487,49		mise	Word	4	95.0	95.0	95.0	1.0	403.0	308.0	clinical	original	226	209
Recording19	cas_226_Original_3	1	26	SET_2_B_general_participant8	48 53	F	employé	Timeline2	en	0				0			confirmé		0				0			0					en	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	210
Recording19	cas_226_Original_3	1	27	SET_2_B_general_participant8	48 53	F	employé	Timeline2	place	363	363.0	363.0	363.0	1	8055.0	363.0	confirmé	2,33963	363	363.0	363.0	363.0	1	8055.0	363.0	0		8418.0		207,45	place	Word	5	363.0	363.0	363.0	0.0	363.0	0.0	clinical	original	226	211
Recording19	cas_226_Original_3	1	28	SET_2_B_general_participant8	48 53	F	employé	Timeline2	d’une	157	157.0	157.0	157.0	1	8453.0	157.0	confirmé	2,31484	157	157.0	157.0	157.0	1	8453.0	157.0	0	8418.0	8610.0	207,45	183,67	d’une	Word	5	157.0	157.0	157.0	0.0	157.0	0.0	clinical	original	226	212
Recording19	cas_226_Original_3	1	29	SET_2_B_general_participant8	48 53	F	employé	Timeline2	sonde	317	158.0	115.0	202.0	2	8638.0	202.0	confirmé	2,27534	317	158.0	115.0	202.0	2	8638.0	202.0	1	8610.0		183,67		sonde	Word	5	202.0	317.0	317.0	0.0	317.0	0.0	clinical	original	226	213
Recording19	cas_226_Original_3	1	30	SET_2_B_general_participant8	48 53	F	employé	Timeline2	urétérale	1322	220.0	62.0	393.0	6	9028.0	138.0	confirmé	2,23304	1322	220.0	62.0	393.0	6	9028.0	138.0	5		10445.0		223,82	urétérale	Word	9	138.0	1322.0	1322.0	0.0	1322.0	0.0	clinical	original	226	214
Recording19	cas_226_Original_3	1	31	SET_2_B_general_participant8	48 53	F	employé	Timeline2	du	0				0			confirmé		0				0			0					du	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	215
Recording19	cas_226_Original_3	1	32	SET_2_B_general_participant8	48 53	F	employé	Timeline2	côté	240	240.0	240.0	240.0	1	10475.0	240.0	confirmé	2,27559	240	240.0	240.0	240.0	1	10475.0	240.0	0	10445.0	10715.0	223,82	181,8	côté	Word	4	240.0	240.0	240.0	0.0	240.0	0.0	clinical	original	226	216
Recording19	cas_226_Original_3	1	33	SET_2_B_general_participant8	48 53	F	employé	Timeline2	gauche	182	182.0	182.0	182.0	1	10743.0	182.0	confirmé	2,28292	182	182.0	182.0	182.0	1	10743.0	182.0	0	10715.0	10925.0	181,8	220,06	gauche,	Word	7	182.0	182.0	182.0	0.0	182.0	0.0	clinical	original	226	217
Recording19	cas_226_Original_3	1	34	SET_2_B_general_participant8	48 53	F	employé	Timeline2	retirée	657	328.0	213.0	443.0	2	10956.0	213.0	confirmé	2,30997	657	328.0	213.0	443.0	2	10956.0	213.0	1	10925.0	11628.0	220,06	514,56	retirée	Word	7	213.0	657.0	657.0	0.0	657.0	0.0	clinical	original	226	218
Recording19	cas_226_Original_3	1	35	SET_2_B_general_participant8	48 53	F	employé	Timeline2	10	123	123.0	123.0	123.0	1	11860.0	123.0	confirmé	2,27755	123	123.0	123.0	123.0	1	11860.0	123.0	0	11841.0		77,62		10	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	219
Recording19	cas_226_Original_3	1	36	SET_2_B_general_participant8	48 53	F	employé	Timeline2	jours	112	112.0	112.0	112.0	1	11730.0	112.0	confirmé	2,28331	112	112.0	112.0	112.0	1	11730.0	112.0	0	11628.0	11841.0	514,56	77,62	jours	Word	5	112.0	112.0	112.0	1.0	235.0	123.0	clinical	original	226	220
Recording19	cas_226_Original_3	1	37	SET_2_B_general_participant8	48 53	F	employé	Timeline2	après	0				0			confirmé		0				0			0					après.	Word	6	0.0	0.0	0.0		0.0	0.0	clinical	original	226	221
Recording19	cas_226_Original_3	2	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	L’examen	315	158.0	142.0	173.0	2	12363.0	142.0	confirmé	2,38703	315	158.0	142.0	173.0	2	12363.0	142.0	1					L’examen	Word	8	142.0	315.0	315.0	0.0	315.0	0.0	clinical	original	226	222
Recording19	cas_226_Original_3	2	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	définitif	233	233.0	233.0	233.0	1	12748.0	233.0	confirmé	2,41351	233	233.0	233.0	233.0	1	12748.0	233.0	0		12981.0		172,14	définitif	Word	9	233.0	233.0	233.0	0.0	233.0	0.0	clinical	original	226	223
Recording19	cas_226_Original_3	2	3	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	177	177.0	177.0	177.0	1	13008.0	177.0	confirmé	2,38154	177	177.0	177.0	177.0	1	13008.0	177.0	0	12981.0	13185.0	172,14	176,31	de	Word	2	177.0	177.0	177.0	0.0	177.0	0.0	clinical	original	226	224
Recording19	cas_226_Original_3	2	4	SET_2_B_general_participant8	48 53	F	employé	Timeline2	la	0				0			confirmé		0				0			0					la	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	225
Recording19	cas_226_Original_3	2	5	SET_2_B_general_participant8	48 53	F	employé	Timeline2	pièce	380	190.0	147.0	233.0	2	13211.0	233.0	confirmé	2,32705	380	190.0	147.0	233.0	2	13211.0	233.0	0	13185.0	13445.0	176,31	277,16	pièce	Word	5	233.0	233.0	233.0	0.0	233.0	0.0	clinical	original	226	226
Recording19	cas_226_Original_3	2	6	SET_2_B_general_participant8	48 53	F	employé	Timeline2	opératoire	457	228.0	137.0	320.0	2	13478.0	320.0	confirmé	2,31349	457	228.0	137.0	320.0	2	13478.0	320.0	1	13445.0		277,16		opératoire	Word	10	320.0	457.0	457.0	1.0	603.0	147.0	clinical	original	226	227
Recording19	cas_226_Original_3	2	7	SET_2_B_general_participant8	48 53	F	employé	Timeline2	a	0				0			confirmé		0				0			0					a	Word	1	0.0	0.0	0.0		0.0	0.0	clinical	original	226	228
Recording19	cas_226_Original_3	2	8	SET_2_B_general_participant8	48 53	F	employé	Timeline2	confirmé	458	229.0	185.0	273.0	2	14226.0	273.0	confirmé	2,38975	458	229.0	185.0	273.0	2	14226.0	273.0	0	19833.0	14500.0	442,13	209,09	confirmé	Word	8	273.0	273.0	273.0	0.0	273.0	0.0	clinical	original	226	229
Recording19	cas_226_Original_3	2	9	SET_2_B_general_participant8	48 53	F	employé	Timeline2	qu’il	82	82.0	82.0	82.0	1	14536.0	82.0	confirmé	2,31677	82	82.0	82.0	82.0	1	14536.0	82.0	0	14500.0		209,09		qu’il	Word	5	82.0	82.0	82.0	0.0	82.0	0.0	clinical	original	226	230
Recording19	cas_226_Original_3	2	10	SET_2_B_general_participant8	48 53	F	employé	Timeline2	s’agissait	270	135.0	105.0	165.0	2	14656.0	165.0	confirmé	2,29175	270	135.0	105.0	165.0	2	14656.0	165.0	1					s’agissait	Word	10	165.0	270.0	270.0	0.0	270.0	0.0	clinical	original	226	231
Recording19	cas_226_Original_3	2	11	SET_2_B_general_participant8	48 53	F	employé	Timeline2	d’une	0				0			confirmé		0				0			0					d’une	Word	5	0.0	0.0	0.0		0.0	0.0	clinical	original	226	232
Recording19	cas_226_Original_3	2	12	SET_2_B_general_participant8	48 53	F	employé	Timeline2	tumeur	320	160.0	75.0	245.0	2	15055.0	75.0	confirmé	2,27615	320	160.0	75.0	245.0	2	15055.0	75.0	1					tumeur	Word	6	75.0	320.0	320.0	0.0	320.0	0.0	clinical	original	226	233
Recording19	cas_226_Original_3	2	13	SET_2_B_general_participant8	48 53	F	employé	Timeline2	inflammatoire	432	144.0	120.0	173.0	3	15458.0	138.0	confirmé	2,3117	432	144.0	120.0	173.0	3	15458.0	138.0	2					inflammatoire	Word	13	138.0	432.0	432.0	0.0	432.0	0.0	clinical	original	226	234
Recording19	cas_226_Original_3	2	14	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	0				0			confirmé		0				0			0					de	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	235
Recording19	cas_226_Original_3	2	15	SET_2_B_general_participant8	48 53	F	employé	Timeline2	la	108	108.0	108.0	108.0	1	16246.0	108.0	confirmé	2,2588	108	108.0	108.0	108.0	1	16246.0	108.0	0	16225.0	16355.0	128,94	362,99	la	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	236
Recording19	cas_226_Original_3	2	16	SET_2_B_general_participant8	48 53	F	employé	Timeline2	vessie	233	233.0	233.0	233.0	1	15991.0	233.0	confirmé	2,27395	233	233.0	233.0	233.0	1	15991.0	233.0	0		16225.0		128,94	vessie.	Word	7	233.0	233.0	233.0	1.0	342.0	108.0	clinical	original	226	237
Recording19	cas_226_Original_3	3	1	SET_2_B_general_participant8	48 53	F	employé	Timeline2	L’évolution	532	266.0	237.0	295.0	2	16396.0	237.0	confirmé	2,26873	532	266.0	237.0	295.0	2	16396.0	237.0	1	16355.0	16946.0	362,99	229,3	L’évolution	Word	11	237.0	532.0	532.0	0.0	532.0	0.0	clinical	original	226	238
Recording19	cas_226_Original_3	3	2	SET_2_B_general_participant8	48 53	F	employé	Timeline2	à	0				0			confirmé		0				0			0					à	Word	1	0.0	0.0	0.0		0.0	0.0	clinical	original	226	239
Recording19	cas_226_Original_3	3	3	SET_2_B_general_participant8	48 53	F	employé	Timeline2	long	272	136.0	88.0	183.0	2	16980.0	183.0	confirmé	2,24066	272	136.0	88.0	183.0	2	16980.0	183.0	0	16946.0	17163.0	229,3	182,9	long	Word	4	183.0	183.0	183.0	0.0	183.0	0.0	clinical	original	226	240
Recording19	cas_226_Original_3	3	4	SET_2_B_general_participant8	48 53	F	employé	Timeline2	terme	135	135.0	135.0	135.0	1	17190.0	135.0	confirmé	2,24335	135	135.0	135.0	135.0	1	17190.0	135.0	0	17163.0		182,9		terme	Word	5	135.0	135.0	135.0	1.0	223.0	88.0	clinical	original	226	241
Recording19	cas_226_Original_3	3	5	SET_2_B_general_participant8	48 53	F	employé	Timeline2	était	213	213.0	213.0	213.0	1	17675.0	213.0	confirmé	2,24013	213	213.0	213.0	213.0	1	17675.0	213.0	0		17888.0		133,98	était	Word	5	0.0	0.0	0.0		0.0	0.0	clinical	original	226	242
Recording19	cas_226_Original_3	3	6	SET_2_B_general_participant8	48 53	F	employé	Timeline2	bonne	243	122.0	78.0	165.0	2	17563.0	78.0	confirmé	2,25933	243	122.0	78.0	165.0	2	17563.0	78.0	0	17888.0		133,98		bonne,	Word	6	78.0	78.0	243.0	1.0	457.0	378.0	clinical	original	226	243
Recording19	cas_226_Original_3	3	7	SET_2_B_general_participant8	48 53	F	employé	Timeline2	avec	198	198.0	198.0	198.0	1	18130.0	198.0	confirmé	2,26896	198	198.0	198.0	198.0	1	18130.0	198.0	0					avec	Word	4	198.0	198.0	198.0	0.0	198.0	0.0	clinical	original	226	244
Recording19	cas_226_Original_3	3	8	SET_2_B_general_participant8	48 53	F	employé	Timeline2	un	0				0			confirmé		0				0			0					un	Word	2	0.0	0.0	0.0		0.0	0.0	clinical	original	226	245
Recording19	cas_226_Original_3	3	9	SET_2_B_general_participant8	48 53	F	employé	Timeline2	recul	213	213.0	213.0	213.0	1	18376.0	213.0	confirmé	2,25998	213	213.0	213.0	213.0	1	18376.0	213.0	0		18590.0		121,03	recul	Word	5	213.0	213.0	213.0	0.0	213.0	0.0	clinical	original	226	246
Recording19	cas_226_Original_3	3	10	SET_2_B_general_participant8	48 53	F	employé	Timeline2	de	248	248.0	248.0	248.0	1	18618.0	248.0	confirmé	2,26971	248	248.0	248.0	248.0	1	18618.0	248.0	0	18590.0	18866.0	121,03	116,82	de	Word	2	248.0	248.0	248.0	0.0	248.0	0.0	clinical	original	226	247
Recording19	cas_226_Original_3	3	11	SET_2_B_general_participant8	48 53	F	employé	Timeline2	deux	345	172.0	133.0	212.0	2	18888.0	212.0	confirmé	2,31302	345	172.0	133.0	212.0	2	18888.0	212.0	1	18866.0	19253.0	116,82	443,15	deux	Word	4	212.0	345.0	345.0	1.0	530.0	185.0	clinical	original	226	248
Recording19	cas_226_Original_3	3	12	SET_2_B_general_participant8	48 53	F	employé	Timeline2	ans	0				0			confirmé		0				0			0					ans.	Word	4							clinical	original	226	249
